Row,Name,Region,Scientific Name,Sun Exposure,Rating,Description,Color,Blooming Period,Fruit Characteristics,Height,Width,Additional Comments,Heat Tolerance,Water Requirements,Soil Requirements,Pest Tolerance,Fertility Requirements,Image,Type,Size
46,Dwarf Pampas Grass,0,Cortaderia selloana,"['sun', 'partial sun']",10,"Dwarf Pampas Grass is a smaller version of the species type, that is about half to two-thirds the size. Useful near parking lots and sidewalks to allow a better range of vision.",{'white'},{'summer'},TRUE,"[5, 6]","[5, 6]",Similar to the species type in cultural requirements.,2,0,0,2,0,http://ekps.tamu.edu//images/plants/cortaderiasellowiana.jpg,"['perennial', 'grass']",['small']
47,Gray Cotoneaster,0,Cotoneaster glaucophyllus,['sun'],10,"Gray Cotoneaster is a small to medium size irregularly urpight rounded evergreen shrub. Although potentially larger, most plants in our region mature at 2 to 4 tall with an equal or greater spread. The primary ornamental features are the small leaves covered in dense silver-white pubescence. Flower and fruit effects are minimal compared to the foliage. Site in a sunny spot with good air movement. Very nice in combination with violet or blue flowering plants.",{'pink'},"{'spring', 'summer'}",TRUE,"[2, 6]","[3, 6]","Appears to tolerate hot humid conditions better an most Cotoneasters. Drip irrigation is better than overhead with Cotoneasters. Needs a steady moisture supply, but also a very well drained soil.",2,0,0,2,0,http://ekps.tamu.edu//images/plants/cotoneasterglaucophyllus2.jpg,"['groundcover', 'shrub']","['small', 'medium', 'large']"
48,Sotol or Desert Spoon,0,Dasylirion spp.,['sun'],10,"Sotol are close relatives of Nolina, and are similar in useage to Agavae and Yucca. Sotol exist in arid regions as small evergreen shrub-like clumps of strap-like or sword-like foliage, with or without marginal spines. The spiky flowering stalks are spectacular, sometimes reaching 15 ft in height. Plants are dioecious with females having showier creamy white flowers than the males.",{'white'},"{'spring', 'summer'}",FALSE,"[2, 15]","[2, 4]","Require a sunny location with well drained soil, otherwise very adaptable. Few diseases or pests. Native Americans formerly distilled a fermented drink from the plant carrying the same name, sotol.",2,0,0,2,0,http://ekps.tamu.edu//images/plants/daryliri.jpg,['shrub'],['small']
49,Texas Persimmon,0,Diospyros texana,['sun'],10,"Texas Persimmon is a small native tardily deciduous tree. The fine textured dark green foliage, gnarled branching habit, exfoliating bark, and wide range of suitable environments for growth suggest it is underutilized in modern landscapes. The trunks of old specimens are sometimes the rival of Crapemyrtles (Lagerstroemia spp.). Familiarity often breeds contempt, but susceptible to a leaf roller, leaf spot, and cotton root rot also limit useage.","{'white', 'green'}",{'spring'},TRUE,"[15, 20]","[15, 20]",Tolerant of most soils and sites as long as they were sunny and the soils not soggy.,2,0,0,2,0,http://ekps.tamu.edu//images/plants/diospyrostexana6.jpg,"['shrub', 'tree']","['small', 'large']"
50,Desert Willow,0,Chilopsis linearis,['sun'],10,"Desert Willow is a delicate small deciduous tree native to West Texas. Desert Willow derives its name from the resemblence of the foliage to that of willows (Salix spp.). In addition to its ability to withstand arid conditions, it offers recurring flushes of white to lavender maroon Catalpa-like flowers in small panicles. Growth is irregular and requires attention to trunk development during early growth.","{'white', 'maroon'}","{'fall', 'spring', 'summer'}",TRUE,"[15, 30]","[15, 20]","Actually quite well adapted throughout Texas except for colder portions of the Panhandle; good xeriscape plant; persistent seed pods can be messy; the related X Chitalpa tashkentensis is a hybrid between Chilopsis linearis and Catalpa bignonioides with white to pale pink Catalpa-like flowers in recurring flushes, but is susceptible to Alterneria leaf spot.",2,0,0,2,0,http://ekps.tamu.edu//images/plants/chilopsi.jpg,"['shrub', 'tree']","['small', 'large']"
51,"Eucalyptus, Gum Tree, or Ironbarks",0,Eucalyptus spp.,['sun'],10,"Eucalyptus are a huge genus of small to large mostly evergreen trees. Some of the largest trees in the world are Eucalyptus spp. Many species have attractive blue-green aromatic leaves; foliage is frequently opposite and rounded in youth becoming alternate and ovate to lanceolate at maturity. Flowering can be attractive, but may not be as valued as the platy to exfoliating bark character on many species.","{'red', 'yellow', 'green'}","{'fall', 'spring', 'summer'}",FALSE,"[10, 300]","[0, 20]","In their native habitat and on the West Coast  some species are cold hardy to USDA zone 8, but fall acclimation is poor in much of Texas resulting in severe to minimal dieback in most years; large tree form specimens in Texas are infrequent. Most species require good drainage and tend to become chlorotic on high pH soils.",2,0,0,2,0,http://ekps.tamu.edu//images/plants/eucalyptuscinera.jpg,"['tree', 'annual', 'tropical']","['small', 'medium', 'large']"
52,Texas Kidneywood,0,Eysenhardtia texana,"['sun', 'partial sun']",10,Texas Kidneywood is an open canopied medium to large deciduous shrub valued for its arid landscape tolerance and showy racemes of small fragrant trumpet-shpaed white flowers.,set(),"{'spring', 'summer'}",TRUE,"[6, 15]","[6, 10]","This is a tough Hill Country native suitable for mixed shrub borders, naturalizing, and xeriscapes. It's cold tolerance has not been fully tested. No fall color develops on this species.",2,0,0,2,0,http://ekps.tamu.edu//images/plants/eysenhardtiatexana.jpg,['shrub'],"['small', 'medium', 'large']"
53,Apache Plume,0,Fallugia paradoxa,"['sun', 'partial sun']",10,"Apache Plumes are semi-evergreen shrubs useful in West and South Texas landscapes. When properly grown the plants form a rounded mound with attractive white flowers and handsome white-pink plume-like fruits that resemble miniature native American headpieces, hence the common name Apache Plume.",{'white'},"{'fall', 'spring', 'summer'}",TRUE,"[3, 10]","[3, 6]",Root rots can be problems in poorly drained soils. Can become weedy on favorable sites. Benefits from yearly renewal pruning. In some locations best treated as a subshrub or herbaceous perennial. Cold hardiness varies widely with provenance.,2,0,0,2,0,http://ekps.tamu.edu//images/plants/falluyia.jpg,['shrub'],"['small', 'medium']"
54,Common Fig,0,Ficus carica,['sun'],10,The Common Fig is a large deciduous coarse textured multi-stem shrub with an upright to rounded crown. Large dark green lobed leaves can lend a tropical appearance. Ficus carica is the source of commerical figs and is widely cultivated in home gardens. Consult your local extension agent or nursery professional to learn which cultivars perform best in your local area. Contact with the latex (sap) from pruned surfaces can cause a contact dermatitis in some individuals; exercise caution when pruning.,set(),"{'spring', 'summer'}",TRUE,"[10, 20]","[8, 10]","Cold hardiness varies significantly among cultivars, some are herbaceous perennials even in USDA zone 8 while others are stem hardy to z. 7 and root hardy in protected sites in z. 6b. Common Fig does not grow as well in heavy clay soils as those that are better drained. Tends to quickly outgrow the scale of many urban and suburban lots.",2,0,0,2,0,http://ekps.tamu.edu//images/plants/ficuscarica.jpg,"['shrub', 'tropical']",['large']
55,Texas Redbud,0,Cercis canadensis var. texensis,['sun'],10,"Texas Redbuds are valued for their attractive dark rose-purple flowers and dark glossy green leaves. Texas Redbuds have smaller, glossier, thicker, and more undulate margin leaves than the species type. Also Texas Redbuds are more tolerant to drought and are smaller than the species type.",{'white'},{'spring'},TRUE,"[15, 20]","[15, 20]",better adapted to Central Texas than Eastern Redbud (Cercis canadensis var. canadensis).,2,0,0,2,0,http://ekps.tamu.edu//images/plants/cerciscanadensisvartexensis3.jpg,['tree'],['small']
56,Mexican Redbud,0,Cercis canadensis var. mexicana,['sun'],10,"Mexican Redbuds are similar to Texas Redbuds (Cercis canadensis var. texensis) and Eastern Redbuds (Cercis canadensis var. canadensis), except they are smaller in stature, have smaller more glossy undulate leaves, and are more drought tolerant.",set(),{'spring'},TRUE,"[10, 15]","[10, 15]","A good plant for Central and West Texas, but tends to develop root rots in moister East Texas sites.",2,0,0,2,0,http://ekps.tamu.edu//images/plants/cerciscanadensisvarmexicana.jpg,"['shrub', 'tree']","['small', 'large']"
57,Ocotillo,0,Fouquieria splendens,['sun'],10,"Ocotillo is a classic West Texas large shrub or multi-stem small tree. The plant is sometimes known as Albarda or Coach Whip. The sparsely branched tubular Cholla-like stems sucker from the  crown creating a stiffly upright cylinder of wickedly spiny stems. Small green leaves occur during moist warm seasons. Windblown sprays of red flowers are borne in spring. Effective barrier, accent, xeriscape, or naturalizing plant for West Texas.",{'red'},{'spring'},FALSE,"[5, 15]","[3, 6]","Needs absolutely well drained soils; tolerant of as little as 5 inch to 6 inch of rainfall per year;not well adapted to Central and East Texas; very slower grower, threatened in the wild due to unscrupulous harvesting.",2,0,0,2,0,http://ekps.tamu.edu//images/plants/fouquier.jpg,"['shrub', 'tree']","['small', 'large']"
59,Tree Cholla,0,Opuntia imbricata,['sun'],10,"Tree Cholla is the most frequently utilized native tubular stem cacti in Texas. This West Texas native forms a medium shrub to small tree with branched swollen tubular stem segments resulting in a candelabra effect. Attractive purple-pink flowers and 1 inch to 2 inch long yellow fruit are assets. Excellent xeriscape plant, adds a southwestern flare to landscapes.",{'pink'},"{'spring', 'summer'}",TRUE,"[4, 8]","[3, 6]",Surprisingly adapted to a wide range of soils as long as they are well drained; cochineal scale and squash bugs can mar their appearance.,2,0,0,2,0,http://ekps.tamu.edu//images/plants/opuntiaimbracata.jpg,"['shrub', 'tree']","['small', 'medium', 'large']"
60,Red Yucca,0,Hesperaloe parviflora,"['sun', 'partial sun']",10,"Red Yucca is very similar in appearance to the non-trunk forming Yucca spp., consisting of small clumps of thickish dark green recurved sword-like foliage. An important feature is the recurrent flowering, with spikes of red-pink flowers occurring from spring to late summer. Red Yucca works well in xeriscapes and is more amenable to widespread usage and looks more congruous in mesic environments than most Yucca spp. The foliage is thicker and not spine tipped posing less of a pedestrian hazzard than Yucca spp.","{'red', 'pink', 'yellow', 'green'}","{'spring', 'summer'}",FALSE,"[1, 5]","[2, 3]",For my money a better landscape plant than Yucca spp.; good butterfly and hummingbird plant.,2,0,0,2,0,http://ekps.tamu.edu//images/plants/hesperaloe.jpg,['shrub'],['small']
61,Shrub Morning Glory or Bush Morning Glory,0,Ipomoea carnea subsp. fistulosa (Ipomoea fistulosa),['sun'],10,Shrub Morning Glory is an old-fashion dooryard plant in South Texas enjoying a resurgence of interest as a herbaceous perennial or summer annual in cooler climates. This coarse-textured plant can form a large upright shrub in a season; covered from mid-spring to frost with large lavender trumpet-shaped blossoms; flowers usually close in the afternoon unless the day is cloudy.,set(),"{'fall', 'spring', 'summer'}",FALSE,"[6, 8]","[4, 6]","Very adaptable taxa; responds well to fertilization; easily rooted from cuttings; herbaceous perennial in USDA zone 8 to 9a, woody shrub in 9b and warmer climates. Can escape cultivation and invade tropical wetlands; seeds require substantial scarification prior to germination.",2,0,0,2,0,http://ekps.tamu.edu//images/plants/ipomoeafistulosa3.jpg,"['perennial', 'shrub', 'annual', 'tropical']","['medium', 'large']"
62,Common Morning Glory,0,Ipomoea purpurea,['sun'],10,"Common Morning Glory is one of the most widely recognized annual flowering vines in garden use. The medium to dark green cordate leaves contrast with the purple, blue, white, pink, or red trumpet-shaped flowers. An old-fashion favorite of gardeners, it is hated by farmers as a common weed species. Native to the tropics, it has naturalized over much of North America. Flowers effective in morning, but close in the heat of the day.","{'blue', 'red', 'white', 'pink'}","{'fall', 'spring', 'summer'}",TRUE,"[20, 25]","[20, 25]",Very tough annual vine; too adaptable as it frequently becomes a reseeding weed.,2,0,0,2,0,http://ekps.tamu.edu//images/plants/ipomoeapurpurea.jpg,"['vine', 'annual', 'tropical']",['medium']
