Sun Exposure,Color,Blooming Period,Fruit?,Type,Size,Score,Plant,Good?
sun,blue,winter,TRUE,vine,small,10.0,Pam's Pink American Honeysuckle,False
shade,orange,winter,FALSE,vine,large,10.0,Pam's Pink American Honeysuckle,False
shade,red,fall,FALSE,vine,small,10.0,Pam's Pink American Honeysuckle,False
sun,white,winter,FALSE,perennial,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,blue,spring,FALSE,vine,small,10.0,Giant Turk's Cap,False
shade,pink,summer,FALSE,shrub,medium,10.0,Giant Turk's Cap,False
shade,pink,winter,FALSE,perennial,small,10.0,Giant Turk's Cap,True
shade,white,spring,FALSE,annual,medium,10.0,Giant Turk's Cap,False
sun,pink,spring,FALSE,tropical,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,red,spring,TRUE,annual,large,10.0,Giant Turk's Cap,False
partial sun,blue,summer,FALSE,vine,large,10.0,Giant Turk's Cap,True
shade,blue,fall,TRUE,tropical,medium,10.0,Giant Turk's Cap,True
sun,red,spring,FALSE,perennial,small,10.0,Giant Turk's Cap,True
partial sun,red,winter,FALSE,shrub,large,10.0,Pam's Pink American Honeysuckle,False
shade,orange,fall,FALSE,annual,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,red,spring,TRUE,annual,medium,10.0,Giant Turk's Cap,False
shade,orange,fall,FALSE,tropical,large,10.0,Giant Turk's Cap,False
sun,yellow,spring,FALSE,tropical,large,10.0,Mexican Zinnia,True
partial sun,blue,fall,FALSE,tropical,small,10.0,Giant Turk's Cap,False
partial sun,pink,winter,TRUE,perennial,large,10.0,Pam's Pink American Honeysuckle,False
shade,blue,spring,TRUE,shrub,small,10.0,Pam's Pink American Honeysuckle,False
shade,yellow,winter,TRUE,annual,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,red,spring,TRUE,perennial,medium,10.0,Giant Turk's Cap,False
shade,yellow,summer,FALSE,tropical,medium,10.0,Giant Turk's Cap,False
shade,orange,winter,FALSE,vine,small,10.0,Giant Turk's Cap,False
shade,blue,winter,TRUE,shrub,small,10.0,Giant Turk's Cap,True
partial sun,red,summer,TRUE,shrub,small,10.0,Giant Turk's Cap,True
sun,red,summer,TRUE,perennial,small,10.0,Giant Turk's Cap,False
partial sun,blue,spring,FALSE,tropical,small,10.0,Giant Turk's Cap,False
shade,red,fall,FALSE,vine,small,10.0,Giant Turk's Cap,False
shade,yellow,spring,TRUE,shrub,large,10.0,Giant Turk's Cap,True
partial sun,red,spring,TRUE,annual,small,10.0,Giant Turk's Cap,False
shade,orange,winter,FALSE,tropical,medium,10.0,Giant Turk's Cap,False
sun,red,winter,TRUE,tropical,large,10.0,Pam's Pink American Honeysuckle,False
sun,yellow,summer,FALSE,shrub,small,10.0,Mexican Zinnia,False
partial sun,red,summer,FALSE,tropical,small,10.0,Giant Turk's Cap,False
partial sun,yellow,spring,TRUE,annual,medium,10.0,Giant Turk's Cap,True
shade,blue,summer,FALSE,perennial,medium,10.0,Giant Turk's Cap,False
shade,white,fall,FALSE,shrub,medium,10.0,Giant Turk's Cap,False
partial sun,orange,summer,FALSE,annual,small,10.0,Giant Turk's Cap,False
shade,red,winter,FALSE,shrub,small,10.0,Giant Turk's Cap,True
shade,red,fall,TRUE,shrub,large,10.0,Giant Turk's Cap,True
sun,yellow,winter,TRUE,perennial,small,10.0,Pam's Pink American Honeysuckle,False
shade,white,fall,FALSE,annual,medium,10.0,Pam's Pink American Honeysuckle,False
sun,white,fall,TRUE,vine,large,10.0,Pam's Pink American Honeysuckle,False
sun,blue,summer,TRUE,annual,small,10.0,Pam's Pink American Honeysuckle,False
shade,yellow,summer,TRUE,perennial,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,yellow,summer,FALSE,perennial,medium,10.0,Giant Turk's Cap,False
sun,yellow,summer,FALSE,vine,medium,10.0,Mexican Zinnia,True
shade,blue,fall,TRUE,perennial,medium,10.0,Mexican Zinnia,False
sun,blue,fall,FALSE,tropical,large,10.0,Mexican Zinnia,False
shade,yellow,spring,FALSE,annual,medium,10.0,Mexican Zinnia,False
partial sun,pink,fall,FALSE,perennial,small,10.0,Giant Turk's Cap,False
partial sun,orange,fall,TRUE,perennial,medium,10.0,Giant Turk's Cap,True
partial sun,pink,summer,TRUE,annual,medium,10.0,Giant Turk's Cap,False
partial sun,pink,spring,TRUE,tropical,large,10.0,Giant Turk's Cap,False
partial sun,white,winter,FALSE,annual,small,10.0,Pam's Pink American Honeysuckle,False
shade,blue,summer,FALSE,shrub,medium,10.0,Pam's Pink American Honeysuckle,True
sun,yellow,winter,FALSE,vine,large,10.0,Pam's Pink American Honeysuckle,False
sun,orange,spring,TRUE,perennial,small,10.0,Mexican Zinnia,False
partial sun,pink,winter,TRUE,tropical,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,blue,summer,FALSE,tropical,large,10.0,Giant Turk's Cap,False
partial sun,pink,winter,TRUE,tropical,large,10.0,Pam's Pink American Honeysuckle,False
shade,blue,spring,FALSE,tropical,medium,10.0,Pam's Pink American Honeysuckle,False
sun,yellow,spring,FALSE,vine,small,10.0,Mexican Zinnia,False
sun,red,winter,TRUE,perennial,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,orange,winter,FALSE,perennial,large,10.0,Pam's Pink American Honeysuckle,False
shade,yellow,summer,TRUE,perennial,large,10.0,Pam's Pink American Honeysuckle,False
shade,white,winter,FALSE,perennial,large,10.0,Pam's Pink American Honeysuckle,False
shade,blue,winter,TRUE,shrub,small,10.0,Pam's Pink American Honeysuckle,False
shade,pink,spring,TRUE,shrub,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,white,spring,FALSE,tropical,small,10.0,Giant Turk's Cap,True
partial sun,white,winter,TRUE,vine,medium,10.0,Pam's Pink American Honeysuckle,True
partial sun,yellow,winter,TRUE,vine,large,10.0,Pam's Pink American Honeysuckle,True
shade,orange,fall,FALSE,perennial,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,orange,summer,TRUE,perennial,small,10.0,Giant Turk's Cap,False
sun,pink,spring,TRUE,tropical,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,blue,spring,TRUE,annual,small,10.0,Giant Turk's Cap,True
shade,pink,spring,TRUE,vine,large,10.0,Giant Turk's Cap,False
sun,pink,winter,TRUE,perennial,large,10.0,Pam's Pink American Honeysuckle,True
partial sun,orange,winter,FALSE,shrub,small,10.0,Pam's Pink American Honeysuckle,False
sun,yellow,winter,FALSE,tropical,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,yellow,winter,FALSE,annual,small,10.0,Pam's Pink American Honeysuckle,True
sun,blue,summer,TRUE,tropical,small,10.0,Pam's Pink American Honeysuckle,False
sun,orange,winter,FALSE,annual,medium,10.0,Pam's Pink American Honeysuckle,False
sun,blue,fall,TRUE,tropical,large,10.0,Pam's Pink American Honeysuckle,False
shade,red,fall,TRUE,tropical,large,10.0,Pam's Pink American Honeysuckle,False
shade,blue,summer,FALSE,vine,medium,10.0,Pam's Pink American Honeysuckle,True
sun,pink,fall,FALSE,annual,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,red,winter,TRUE,perennial,large,10.0,Pam's Pink American Honeysuckle,False
sun,red,fall,TRUE,perennial,medium,10.0,Giant Turk's Cap,False
sun,blue,fall,FALSE,vine,medium,10.0,Giant Turk's Cap,True
partial sun,pink,winter,FALSE,perennial,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,orange,summer,FALSE,annual,small,10.0,Giant Turk's Cap,False
shade,pink,winter,FALSE,annual,small,10.0,Giant Turk's Cap,False
partial sun,yellow,fall,TRUE,annual,large,10.0,Giant Turk's Cap,False
sun,orange,fall,TRUE,vine,medium,10.0,Mexican Zinnia,False
sun,yellow,spring,FALSE,perennial,medium,10.0,Mexican Zinnia,False
sun,pink,summer,FALSE,vine,medium,10.0,Pam's Pink American Honeysuckle,False
shade,white,fall,TRUE,shrub,large,10.0,Pam's Pink American Honeysuckle,False
shade,red,fall,FALSE,vine,small,10.0,Pam's Pink American Honeysuckle,False
shade,orange,summer,TRUE,shrub,medium,10.0,Pam's Pink American Honeysuckle,False
sun,blue,summer,TRUE,perennial,small,10.0,Pam's Pink American Honeysuckle,False
sun,orange,summer,FALSE,tropical,small,10.0,Mexican Zinnia,False
shade,orange,summer,TRUE,tropical,small,10.0,Mexican Zinnia,False
partial sun,yellow,winter,FALSE,perennial,small,10.0,Pam's Pink American Honeysuckle,False
sun,pink,summer,FALSE,shrub,large,10.0,Pam's Pink American Honeysuckle,False
sun,yellow,summer,FALSE,shrub,small,10.0,Mexican Zinnia,False
partial sun,red,winter,TRUE,perennial,medium,10.0,Pam's Pink American Honeysuckle,False
shade,orange,winter,FALSE,tropical,large,10.0,Pam's Pink American Honeysuckle,False
shade,orange,spring,TRUE,vine,medium,10.0,Pam's Pink American Honeysuckle,False
sun,red,spring,FALSE,annual,medium,10.0,Giant Turk's Cap,False
sun,white,summer,FALSE,shrub,medium,10.0,Giant Turk's Cap,True
sun,orange,summer,TRUE,shrub,medium,10.0,Mexican Zinnia,False
partial sun,pink,summer,FALSE,shrub,medium,10.0,Giant Turk's Cap,False
sun,white,winter,TRUE,tropical,large,10.0,Pam's Pink American Honeysuckle,False
shade,pink,winter,FALSE,perennial,small,10.0,Pam's Pink American Honeysuckle,True
sun,red,fall,FALSE,annual,small,10.0,Giant Turk's Cap,False
sun,red,winter,TRUE,shrub,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,blue,winter,TRUE,annual,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,orange,spring,FALSE,perennial,small,10.0,Giant Turk's Cap,False
sun,white,fall,FALSE,shrub,large,10.0,Giant Turk's Cap,False
sun,blue,spring,FALSE,vine,small,10.0,Giant Turk's Cap,True
partial sun,pink,fall,TRUE,annual,small,10.0,Giant Turk's Cap,False
partial sun,pink,fall,TRUE,perennial,large,10.0,Giant Turk's Cap,True
shade,orange,summer,FALSE,shrub,small,10.0,Giant Turk's Cap,False
partial sun,orange,spring,TRUE,annual,medium,10.0,Giant Turk's Cap,False
sun,red,summer,TRUE,annual,medium,10.0,Giant Turk's Cap,True
sun,orange,winter,TRUE,vine,small,10.0,Pam's Pink American Honeysuckle,True
shade,white,fall,TRUE,vine,small,10.0,Pam's Pink American Honeysuckle,False
sun,orange,summer,TRUE,vine,small,10.0,Mexican Zinnia,True
partial sun,white,summer,FALSE,shrub,small,10.0,Giant Turk's Cap,False
sun,white,winter,TRUE,annual,small,10.0,Pam's Pink American Honeysuckle,False
sun,pink,winter,FALSE,annual,large,10.0,Pam's Pink American Honeysuckle,True
sun,yellow,fall,FALSE,shrub,medium,10.0,Mexican Zinnia,False
partial sun,white,fall,FALSE,shrub,medium,10.0,Giant Turk's Cap,False
sun,white,summer,FALSE,vine,large,10.0,Giant Turk's Cap,False
sun,yellow,fall,FALSE,shrub,large,10.0,Mexican Zinnia,False
partial sun,blue,fall,TRUE,annual,small,10.0,Giant Turk's Cap,True
sun,pink,winter,TRUE,shrub,large,10.0,Pam's Pink American Honeysuckle,False
sun,blue,summer,FALSE,tropical,small,10.0,Pam's Pink American Honeysuckle,False
sun,red,winter,TRUE,vine,small,10.0,Pam's Pink American Honeysuckle,True
sun,blue,spring,TRUE,shrub,large,10.0,Pam's Pink American Honeysuckle,False
shade,blue,spring,FALSE,annual,large,10.0,Pam's Pink American Honeysuckle,True
sun,white,summer,FALSE,tropical,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,orange,winter,FALSE,perennial,large,10.0,Pam's Pink American Honeysuckle,False
sun,red,spring,TRUE,perennial,large,10.0,Giant Turk's Cap,False
shade,white,winter,TRUE,shrub,medium,10.0,Giant Turk's Cap,False
partial sun,pink,spring,FALSE,vine,large,10.0,Giant Turk's Cap,False
sun,white,spring,TRUE,shrub,medium,10.0,Giant Turk's Cap,True
sun,orange,fall,FALSE,annual,large,10.0,Mexican Zinnia,True
sun,yellow,fall,TRUE,vine,small,10.0,Mexican Zinnia,False
partial sun,yellow,fall,TRUE,shrub,small,10.0,Giant Turk's Cap,False
partial sun,red,fall,FALSE,tropical,large,10.0,Giant Turk's Cap,False
shade,red,fall,TRUE,vine,large,10.0,Giant Turk's Cap,False
shade,yellow,fall,FALSE,annual,small,10.0,Giant Turk's Cap,True
partial sun,blue,fall,FALSE,shrub,small,10.0,Giant Turk's Cap,False
shade,pink,winter,TRUE,perennial,large,10.0,Giant Turk's Cap,False
shade,white,winter,TRUE,annual,small,10.0,Giant Turk's Cap,False
sun,pink,winter,TRUE,vine,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,orange,fall,TRUE,tropical,large,10.0,Giant Turk's Cap,True
shade,white,fall,FALSE,shrub,medium,10.0,Giant Turk's Cap,True
partial sun,white,spring,TRUE,shrub,small,10.0,Giant Turk's Cap,False
partial sun,blue,summer,FALSE,perennial,medium,10.0,Giant Turk's Cap,False
sun,red,spring,FALSE,annual,medium,10.0,Giant Turk's Cap,True
partial sun,pink,spring,TRUE,shrub,medium,10.0,Giant Turk's Cap,True
shade,white,spring,FALSE,vine,small,10.0,Giant Turk's Cap,True
sun,orange,spring,TRUE,annual,large,10.0,Mexican Zinnia,False
sun,pink,winter,TRUE,vine,medium,10.0,Pam's Pink American Honeysuckle,True
partial sun,red,winter,TRUE,vine,small,10.0,Pam's Pink American Honeysuckle,False
shade,yellow,summer,FALSE,vine,medium,10.0,Pam's Pink American Honeysuckle,False
shade,red,fall,FALSE,shrub,small,10.0,Pam's Pink American Honeysuckle,True
sun,red,spring,TRUE,shrub,medium,10.0,Giant Turk's Cap,False
sun,white,winter,TRUE,tropical,medium,10.0,Pam's Pink American Honeysuckle,False
shade,pink,winter,TRUE,annual,small,10.0,Pam's Pink American Honeysuckle,True
partial sun,orange,spring,TRUE,shrub,large,10.0,Giant Turk's Cap,True
shade,red,spring,FALSE,perennial,medium,10.0,Giant Turk's Cap,False
partial sun,blue,fall,TRUE,tropical,small,10.0,Giant Turk's Cap,False
sun,yellow,spring,TRUE,vine,large,10.0,Mexican Zinnia,False
sun,white,winter,TRUE,perennial,medium,10.0,Pam's Pink American Honeysuckle,False
sun,blue,winter,TRUE,shrub,small,10.0,Pam's Pink American Honeysuckle,False
sun,white,fall,FALSE,shrub,medium,10.0,Pam's Pink American Honeysuckle,True
partial sun,blue,fall,TRUE,perennial,small,10.0,Giant Turk's Cap,False
sun,orange,winter,FALSE,perennial,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,pink,fall,TRUE,shrub,small,10.0,Giant Turk's Cap,True
partial sun,blue,fall,TRUE,tropical,medium,10.0,Giant Turk's Cap,True
partial sun,orange,summer,FALSE,annual,small,10.0,Giant Turk's Cap,False
partial sun,yellow,summer,FALSE,annual,large,10.0,Giant Turk's Cap,False
partial sun,red,fall,TRUE,perennial,small,10.0,Giant Turk's Cap,True
shade,pink,winter,TRUE,shrub,small,10.0,Giant Turk's Cap,False
partial sun,pink,spring,FALSE,annual,small,10.0,Giant Turk's Cap,False
sun,white,winter,FALSE,annual,small,10.0,Pam's Pink American Honeysuckle,False
shade,pink,fall,TRUE,shrub,medium,10.0,Pam's Pink American Honeysuckle,False
sun,yellow,fall,FALSE,annual,small,10.0,Mexican Zinnia,False
sun,yellow,winter,TRUE,vine,large,10.0,Pam's Pink American Honeysuckle,True
shade,blue,fall,FALSE,vine,large,10.0,Pam's Pink American Honeysuckle,True
sun,yellow,summer,FALSE,vine,large,10.0,Mexican Zinnia,False
sun,pink,spring,FALSE,tropical,medium,10.0,Pam's Pink American Honeysuckle,False
sun,red,fall,FALSE,vine,large,10.0,Giant Turk's Cap,False
shade,blue,fall,FALSE,tropical,large,10.0,Giant Turk's Cap,False
sun,yellow,winter,FALSE,annual,small,10.0,Pam's Pink American Honeysuckle,False
shade,white,summer,TRUE,annual,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,blue,spring,FALSE,tropical,large,10.0,Giant Turk's Cap,True
sun,yellow,spring,FALSE,shrub,medium,10.0,Mexican Zinnia,True
sun,blue,summer,FALSE,tropical,small,10.0,Mexican Zinnia,False
sun,blue,summer,FALSE,vine,large,10.0,Mexican Zinnia,False
sun,blue,summer,TRUE,tropical,medium,10.0,Mexican Zinnia,True
partial sun,red,summer,FALSE,tropical,medium,10.0,Giant Turk's Cap,True
sun,blue,spring,FALSE,annual,large,10.0,Giant Turk's Cap,False
partial sun,orange,spring,FALSE,annual,medium,10.0,Giant Turk's Cap,False
shade,white,summer,FALSE,annual,large,10.0,Giant Turk's Cap,False
shade,pink,fall,TRUE,shrub,small,10.0,Giant Turk's Cap,False
shade,white,spring,FALSE,vine,large,10.0,Giant Turk's Cap,False
shade,pink,fall,TRUE,shrub,small,10.0,Giant Turk's Cap,False
shade,yellow,summer,TRUE,perennial,small,10.0,Giant Turk's Cap,False
sun,pink,spring,FALSE,perennial,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,white,summer,TRUE,annual,small,10.0,Giant Turk's Cap,True
shade,yellow,summer,TRUE,vine,small,10.0,Giant Turk's Cap,True
partial sun,red,summer,FALSE,annual,large,10.0,Giant Turk's Cap,False
sun,red,spring,TRUE,vine,large,10.0,Giant Turk's Cap,False
shade,white,fall,FALSE,shrub,large,10.0,Giant Turk's Cap,False
partial sun,blue,summer,TRUE,vine,large,10.0,Giant Turk's Cap,False
sun,red,fall,FALSE,perennial,small,10.0,Giant Turk's Cap,True
sun,red,fall,TRUE,annual,small,10.0,Giant Turk's Cap,False
partial sun,red,winter,FALSE,perennial,small,10.0,Pam's Pink American Honeysuckle,False
shade,pink,fall,TRUE,tropical,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,yellow,winter,TRUE,shrub,small,10.0,Pam's Pink American Honeysuckle,True
sun,yellow,fall,TRUE,shrub,large,10.0,Mexican Zinnia,True
shade,red,winter,FALSE,perennial,small,10.0,Mexican Zinnia,False
sun,white,winter,TRUE,shrub,small,10.0,Pam's Pink American Honeysuckle,False
sun,red,fall,FALSE,shrub,small,10.0,Giant Turk's Cap,True
shade,orange,spring,TRUE,shrub,small,10.0,Giant Turk's Cap,False
shade,orange,summer,TRUE,annual,large,10.0,Giant Turk's Cap,False
partial sun,red,fall,TRUE,annual,large,10.0,Giant Turk's Cap,False
partial sun,red,summer,FALSE,vine,medium,10.0,Giant Turk's Cap,False
partial sun,yellow,winter,FALSE,shrub,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,pink,winter,FALSE,tropical,small,10.0,Pam's Pink American Honeysuckle,False
sun,yellow,winter,TRUE,perennial,small,10.0,Pam's Pink American Honeysuckle,True
sun,blue,winter,FALSE,tropical,medium,10.0,Pam's Pink American Honeysuckle,False
shade,white,fall,TRUE,tropical,small,10.0,Pam's Pink American Honeysuckle,False
shade,red,fall,TRUE,annual,small,10.0,Pam's Pink American Honeysuckle,False
shade,pink,fall,FALSE,tropical,small,10.0,Pam's Pink American Honeysuckle,True
shade,pink,winter,TRUE,tropical,medium,10.0,Pam's Pink American Honeysuckle,False
shade,pink,summer,FALSE,annual,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,red,summer,TRUE,perennial,small,10.0,Giant Turk's Cap,False
partial sun,white,summer,FALSE,annual,small,10.0,Giant Turk's Cap,False
partial sun,pink,summer,FALSE,tropical,small,10.0,Giant Turk's Cap,False
shade,pink,winter,FALSE,annual,large,10.0,Giant Turk's Cap,True
sun,yellow,winter,TRUE,tropical,small,10.0,Pam's Pink American Honeysuckle,False
sun,orange,summer,TRUE,tropical,large,10.0,Mexican Zinnia,False
partial sun,pink,summer,FALSE,shrub,medium,10.0,Giant Turk's Cap,True
partial sun,red,winter,FALSE,tropical,large,10.0,Pam's Pink American Honeysuckle,True
shade,orange,fall,FALSE,tropical,medium,10.0,Pam's Pink American Honeysuckle,True
partial sun,pink,summer,FALSE,shrub,medium,10.0,Giant Turk's Cap,False
partial sun,orange,winter,TRUE,perennial,large,10.0,Pam's Pink American Honeysuckle,False
sun,blue,fall,TRUE,vine,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,orange,winter,FALSE,shrub,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,red,spring,FALSE,tropical,large,10.0,Giant Turk's Cap,False
shade,white,winter,TRUE,tropical,large,10.0,Giant Turk's Cap,True
partial sun,white,summer,FALSE,perennial,small,10.0,Giant Turk's Cap,False
partial sun,white,summer,TRUE,annual,large,10.0,Giant Turk's Cap,False
shade,red,winter,FALSE,vine,small,10.0,Giant Turk's Cap,False
partial sun,pink,spring,TRUE,perennial,large,10.0,Giant Turk's Cap,True
sun,pink,spring,FALSE,annual,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,white,fall,FALSE,perennial,small,10.0,Giant Turk's Cap,True
sun,orange,winter,FALSE,vine,small,10.0,Pam's Pink American Honeysuckle,False
sun,pink,spring,TRUE,vine,large,10.0,Pam's Pink American Honeysuckle,True
partial sun,orange,winter,FALSE,tropical,medium,10.0,Pam's Pink American Honeysuckle,True
partial sun,white,summer,TRUE,annual,small,10.0,Giant Turk's Cap,False
